加速度X：	 加速度Y：	 加速度Z：	角速度X：	 角速度Y：	 角速度Z：	 地磁X：	 地磁Y：	 地磁Z：
9.71602	-0.43835	-1.20708	-1.85854	1.12421	-2.71792	-63.2827	0.483441	-40.0055
9.05684	-2.38893	-0.637301	-1.20699	1.0529	-2.58059	-62.6016	-0.632265	-40.8895
7.26939	-3.5840400000000003	-0.50288	-0.386505	0.910437	-2.4513700000000003	-60.5793	-1.14137	-41.159
5.57177	-4.28014	-0.4764890000000001	0.2975	0.732685	-2.28266	-60.234	-2.1382	-41.7913
3.96343	-4.6588699999999985	-0.678621	1.00764	0.569801	-2.08223	-59.6427	-3.93372	-41.0727
2.48925	-4.88664	-1.13925	1.5777	0.392097	-1.83978	-58.5098	-4.53161	-40.5932
1.39058	-4.85724	-1.63297	2.0338	0.21076	-1.49052	-58.6023	-6.06947	-40.8564
0.458159	-4.57041	-1.90138	2.3389	0.00168385	-1.19706	-57.6797	-7.6527699999999985	-40.3857
-0.33824	-4.26817	-1.97379	2.5956900000000003	-0.11746199999999997	-0.935976	-59.0098	-8.277610000000001	-39.6388
-0.548167	-4.25298	-1.88192	2.82733	-0.306736	-0.633075	-57.5294	-9.12132	-38.1746
-0.0977651	-4.51006	-1.92889	3.03895	-0.483826	-0.322234	-58.307	-9.53685	-38.0489
0.637803	-4.76716	-2.03791	3.30947	-0.5017159999999999	0.024915	-58.7142	-11.4222	-36.209
0.893874	-4.52492	-1.8887	3.3774300000000004	-0.511025	0.346404	-58.4584	-12.776	-34.6164
0.35322600000000004	-3.76881	-1.9034	3.3394	-0.5564720000000001	0.657822	-58.3503	-12.5576	-34.7387
-0.0213616	-2.78556	-1.7380799999999998	3.25188	-0.5506840000000001	0.960137	-59.3386	-13.0955	-33.1273
-0.0502242	-1.92317	-1.51368	3.08631	-0.484829	1.2966799999999998	-60.1125	-12.8704	-31.3856
-0.22965500000000005	-1.1819	-1.36376	2.88155	-0.492266	1.56784	-60.554	-12.8662	-30.5155
-0.349618	-0.637407	-1.34973	2.6272900000000003	-0.379715	1.94398	-60.7948	-11.5372	-30.2518
-0.319075	-0.6523760000000001	-1.22877	2.4132	-0.28541500000000003	2.27121	-61.6749	-12.0725	-29.1363
-0.288843	0.028253	-1.23112	2.08482	-0.191497	2.5626900000000004	-62.1385	-10.6302	-28.4982
-0.0176225	1.41994	-1.13109	1.7625400000000002	-0.188528	2.73675	-62.6005	-9.29835	-27.8614
0.194198	3.02354	-0.880073	1.44144	-0.202595	2.91695	-63.7414	-7.501360000000001	-27.214
0.14988800000000002	4.6268699999999985	-0.8093199999999999	1.10321	-0.241749	3.05276	-63.7572	-5.7504300000000015	-26.0812
0.300937	5.8068	-0.692836	0.760601	-0.20012	3.1333900000000003	-64.5867	-2.73798	-26.4136
1.03801	6.68443	-0.5179520000000001	0.5366310000000001	-0.201346	3.17769	-64.3668	-2.09196	-25.7896
2.2711900000000003	8.015989999999999	-0.286622	0.4682060000000001	-0.12482	3.11836	-65.7458	0.49045	-25.5032
3.1425	9.46806	-0.386732	0.397687	-0.0531855	2.9802	-64.5271	1.9806	-24.6308
3.65252	11.1921	-0.682557	0.434547	0.0230958	2.8029900000000003	-65.9024	4.01781	-24.8454
3.472	13.8991	-0.93247	0.442313	0.0202516	2.57926	-65.3584	5.31917	-24.5884
2.49601	15.729	-0.948308	0.359704	-0.00384024	2.2755400000000003	-65.0575	7.63001	-24.9376
1.67155	16.6216	-0.583555	0.17303	-0.0373386	2.03132	-64.946	7.95053	-24.44
1.6460099999999998	16.9859	0.474874	-0.0560131	-0.0318127	1.7274900000000002	-65.0759	9.70872	-23.5537
0.15998800000000002	21.443	-3.1640200000000003	0.340567	-0.21678000000000006	1.29118	-64.9761	10.5877	-23.5451
-2.93615	49.4351	-30.7837	2.64218	-2.23042	0.0384565	-64.9415	9.02102	-21.953000000000007
31.0737	45.3554	-8.990039999999997	1.7204099999999998	-2.11501	-1.20594	-65.37	8.03355	-21.2174
32.7181	9.11147	24.1126	-2.5046	0.728929	0.334674	-65.8378	8.7281	-22.4439
13.6351	-15.7362	17.4982	-4.08403	0.455969	-0.124992	-65.9655	10.2672	-21.6838
27.6322	-20.9784	-4.71726	-2.0550200000000003	0.380026	-0.272397	-65.52600000000001	11.2364	-21.0581
25.5999	-9.13823	-6.56078	2.12378	0.35881	-1.19586	-66.2761	8.511519999999999	-21.5762
5.96551	6.57529	-4.08541	2.2878700000000003	0.193957	-0.958286	-65.7116	7.5151	-22.8292
3.4860300000000004	17.3621	-1.41288	0.38114	0.235044	-0.563535	-65.5883	7.06141	-22.2162
4.18915	13.640999999999998	-1.8587	-0.455555	0.338156	-0.560832	-66.156	7.30848	-22.704
11.7589	3.50935	-1.5182	-0.116578	0.543954	-1.68054	-32.6643	-45.5098	-5.59339
11.1284	3.25222	-1.40808	-0.212657	0.5433359999999999	-1.60911	-33.0077	-45.2706	-6.08314
10.7246	3.85762	-1.01436	-0.274457	0.469933	-1.54222	-32.2318	-45.499	-7.577269999999999
11.8516	5.6123400000000006	-1.04113	-0.227705	0.389919	-1.5712	-31.1167	-45.5285	-8.32938
11.9857	5.4154300000000015	-1.29851	-0.228022	0.40622	-1.5679	-30.4597	-45.2028	-9.69285
10.3494	4.266	-0.938009	-0.212632	0.426194	-1.47866	-30.7919	-45.4133	-9.56859
10.4862	4.16062	-0.560016	-0.25250500000000003	0.320213	-1.42068	-29.3563	-44.6738	-10.934
10.6389	4.3731300000000015	0.0287628	-0.217364	0.32199	-1.36858	-28.6752	-45.5737	-11.4443
9.06337	3.98009	0.4924520000000001	-0.347905	0.358806	-1.25829	-28.2297	-45.5845	-11.8194
8.566239999999999	4.81137	0.0989026	-0.236767	0.234989	-1.22135	-26.45	-45.4086	-13.1936
8.89216	4.46225	-0.976306	-0.0234789	0.133687	-1.16975	-26.5707	-45.2827	-14.0578
8.30785	4.61382	-0.610445	-0.00549276	0.073385	-1.05762	-25.0132	-44.8865	-14.8089
8.77815	5.598319999999998	0.42822	-0.104791	0.103909	-0.973305	-23.6826	-44.3704	-15.6808
8.49438	5.40214	0.839009	-0.13178	0.0767659	-0.8735870000000001	-23.8008	-44.1407	-16.0487
7.637460000000001	5.52275	0.676686	-0.116773	0.0556514	-0.754797	-22.6832	-44.0665	-16.3046
8.085519999999999	5.44646	0.0540072	0.0530332	-0.07332489999999997	-0.701206	-21.2445	-43.5476	-17.6724
7.54238	4.68946	-0.45527	0.180741	-0.108792	-0.6318819999999999	-21.2682	-42.9693	-19.6465
6.8372600000000014	5.50626	-0.287665	0.31823	-0.214823	-0.520655	-20.8149	-43.7477	-20.4012
7.99503	7.3368	-0.163486	0.393181	-0.322944	-0.503354	-20.8101	-44.5103	-21.152
7.334339999999999	6.3083300000000015	-0.0204517	0.396733	-0.193006	-0.428079	-20.5898	-44.7273	-22.0226
6.04378	5.44639	0.367556	0.295564	-0.229559	-0.24672	-18.6623	-46.1237	-21.6819
6.96067	6.0517	0.45155	0.287591	-0.328753	-0.135025	-17.5304	-46.7199	-21.3262
6.7028300000000005	4.6292800000000005	-0.0419664	0.324439	-0.279242	-0.024968	-17.2918	-47.614	-21.0901
5.8456800000000015	3.90289	-0.201564	0.269929	-0.3563	0.241997	-16.1716	-47.6518	-21.2235
7.01854	5.29487	-0.0306493	0.41639	-0.397385	0.375913	-15.4999	-47.6738	-21.353
6.61033	4.02361	-0.569259	0.543675	-0.340914	0.4539760000000001	-16.0496	-48.6424	-21.7302
4.474480000000002	1.22446	-1.0181	0.5890489999999999	-0.388604	0.7592899999999999	-16.0424	-49.0855	-21.6112
4.95669	2.11731	-0.720831	0.48784	-0.481013	0.959031	-16.0543	-48.0955	-21.3529
5.9477699999999984	3.49367	-0.912145	0.503139	-0.466408	1.07579	-16.3778	-48.8596	-21.1109
5.42031	2.84274	-1.27049	0.572214	-0.398156	1.2199799999999998	-16.9272	-49.2896	-20.4921
5.03316	3.6301	-0.499075	0.5736640000000001	-0.446805	1.3755	-17.2657	-48.843	-19.9894
5.24528	5.88411	-0.219884	0.7206520000000001	-0.452857	1.30651	-18.6091	-48.799	-19.7304
5.3064	6.2020300000000015	0.00579668	0.711124	-0.403874	1.29671	-19.1549	-49.5585	-19.239
4.18095	4.62927	0.41035	0.519424	-0.229876	1.41599	-20.0471	-50.0738	-19.6085
2.66157	2.51098	0.0468538	0.546724	-0.24073000000000006	1.54673	-20.4936	-49.8456	-18.9835
2.20844	0.61969	-0.413847	0.536874	-0.241298	1.67904	-22.4114	-49.0043	-19.0826
1.69744	-0.272794	-0.408262	0.599733	-0.286607	1.82136	-23.0755	-49.1026	-18.2118
1.38252	0.559103	-0.333589	0.490818	-0.314514	1.88225	-24.4085	-49.9383	-18.2098
1.51773	2.64621	-0.477238	0.410997	-0.328454	1.83465	-24.4021	-49.8412	-17.2186
2.60111	5.94394	-0.281708	0.400151	-0.360647	1.68622	-25.8683	-49.2364	-17.3239
3.48835	7.774389999999999	-0.186363	0.443551	-0.374526	1.5326	-26.5393	-49.7547	-18.0666
2.88685	5.74749	-0.191783	0.473186	-0.327602	1.53627	-26.6512	-48.9964	-16.6961
1.17388	2.26853	-0.050411	0.381406	-0.309392	1.7039799999999998	-27.3314	-47.8823	-15.6884
0.55692	0.0297726	-0.145879	0.377459	-0.32991	1.7447400000000002	-28.1052	-48.8431	-16.0636
1.62542	1.78493	0.19091	0.228604	-0.327249	1.79558	-29.2328	-47.9307	-15.302
3.24877	4.85568	0.202679	0.122294	-0.311673	1.6883099999999998	-29.1197	-47.7205	-14.8056
3.51864	5.02195	0.0644942	0.0861553	-0.2647	1.63273	-28.9171	-46.399	-15.1645
3.5768800000000005	4.70382	-0.358578	0.156791	-0.315707	1.58596	-29.5841	-46.7081	-15.0385
4.3261	4.71855	-0.816661	0.37581	-0.4100470000000001	1.48325	-31.1538	-45.2513	-12.5346
4.73313	3.2974300000000003	-0.37533	0.346905	-0.353191	1.46165	-30.4931	-44.285	-12.2821
3.97021	1.6950900000000002	0.5117189999999999	0.12953599999999998	-0.259092	1.54861	-32.5173	-43.7726	-12.2601
3.82106	1.4534	0.785723	-0.0193721	-0.233448	1.61935	-32.2	-42.5671	-12.4974
4.81086	2.31518	0.323637	-0.031967	-0.27802	1.59054	-32.537	-42.2308	-11.996
5.4084	2.51093	-0.497468	0.132629	-0.269668	1.55718	-34.2306	-41.1817	-11.7234
5.07468	1.96545	-1.23557	0.26513400000000004	-0.362094	1.56375	-35.0349	-40.0438	-12.1998
4.53359	1.10319	-1.24505	0.27399	-0.380768	1.59275	-36.147	-40.235	-11.45
3.66533	0.408202	-0.4663100000000001	0.130421	-0.347288	1.6549200000000002	-36.614	-38.8949	-11.4319
4.61753	5.31021	0.587463	0.0453766	-0.36795	1.64268	-37.0701	-38.543	-11.7958
8.53864	13.2058	0.102315	0.0347606	-0.406626	1.35477	-37.8512	-39.0606	-12.29
8.96845	13.068	-1.29196	0.122246	-0.360428	1.0505799999999998	-38.6481	-37.6116	-11.2778
6.68345	8.000580000000001	-1.32407	0.229681	-0.3252	0.985808	-37.9639	-38.7322	-11.7905
6.8241	5.6278	0.150935	-0.0563622	-0.297261	1.04125	-38.3148	-37.4026	-11.2783
7.10082	5.05502	1.7102400000000002	-0.63078	-0.12042	1.06424	-39.2334	-35.826	-11.254
6.30237	2.74024	1.32841	-0.699817	-0.012656	1.03434	-40.0098	-36.6747	-11.7518
6.02382	1.43714	-0.5426880000000001	-0.427769	-0.134021	1.00793	-40.0248	-35.6797	-11.8648
6.934589999999999	2.91782	-1.99013	-0.0104927	-0.263741	0.918794	-40.4667	-35.7826	-11.2434
8.37445	5.68511	-2.73318	0.26566	-0.329324	0.8094100000000001	-40.6019	-34.339	-11.5983
9.67161	7.895010000000001	-1.62717	0.236435	-0.251843	0.743102	-40.9172	-35.5478	-11.1135
10.0371	8.27464	-0.464919	-0.108846	-0.176529	0.7058760000000001	-41.139	-35.4362	-10.6153
9.12471	6.89935	0.5886819999999999	-0.367367	-0.10951	0.712126	-41.7225	-34.4082	-11.7136
9.21461	6.08262	0.590831	-0.440119	-0.0634666	0.673767	-41.7282	-34.0755	-11.8338
9.66159	6.39923	-0.320674	-0.334796	-0.0389715	0.587623	-42.0603	-34.5018	-12.0832
9.92792	6.70056	-1.32198	-0.118677	-0.0605725	0.44147	-42.9676	-33.5906	-11.8185
10.5877	6.6096	-1.61276	-0.0416657	-0.148749	0.362072	-42.0675	-34.0587	-12.2022
10.9526	7.2461699999999984	-0.60269	-0.26712600000000003	-0.0551285	0.311153	-43.0869	-33.1436	-11.9365
11.8856	8.09378	-0.277397	-0.423994	-0.0287948	0.275539	-43.6415	-33.1338	-11.1892
13.0252	7.11039	-0.704073	-0.5341	0.023226	0.216657	-43.9737	-33.3444	-11.065
13.6984	5.65784	-1.27811	-0.424604	0.06828630000000001	0.165377	-44.2967	-34.2171	-10.9478
13.3503	2.99523	-1.70662	-0.337119	0.113087	0.164452	-44.7416	-34.3151	-10.6977
11.8029	1.27074	-1.6171799999999998	-0.327518	0.0354045	0.222829	-44.1797	-34.0136	-9.9564
11.6974	2.61662	-1.80257	-0.303633	-0.0738059	0.26913200000000004	-45.5062	-34.7521	-8.9632
13.7977	5.6863800000000015	-2.68631	-0.109281	-0.13611099999999998	0.119389	-45.0497	-34.9969	-8.35065
14.8069	7.21489	-2.15172	-0.0913906	-0.017289	-0.0212425	-45.9416	-34.9737	-7.72421
14.3611	6.05171	-0.889385	-0.440786	0.0608268	-0.0395475	-45.9377	-34.7646	-6.8555600000000005
14.3763	3.43536	-0.6691560000000001	-0.5804699999999999	0.0921713	-0.0805836	-46.5054	-34.3017	-6.969760000000001
13.6688	2.33073	-0.949413	-0.603745	0.143362	-0.153424	-48.1992	-33.0369	-6.3235199999999985
13.8776	3.84271	-1.40944	-0.504894	0.155474	-0.276726	-47.8383	-34.383	-5.59816
15.0931	4.78026	-1.7973	-0.300502	0.17038299999999998	-0.464317	-47.6319	-33.6067	-6.4580199999999985
14.5538	4.28152	-1.38418	-0.383252	0.255856	-0.567715	-47.7547	-33.046	-6.8223699999999985
13.8629	3.0714900000000003	-1.2858	-0.514115	0.296628	-0.609427	-48.3065	-33.7955	-7.073410000000001
13.4817	1.0431700000000002	-2.48807	-0.534978	0.233633	-0.640795	-47.9718	-33.4812	-6.701460000000001
13.0742	1.46599	-2.97159	-0.367648	0.122352	-0.7524689999999999	-47.4295	-32.8238	-7.812889999999999
13.9934	4.0683099999999985	-2.47025	-0.221127	0.136424	-0.910287	-46.8646	-33.4974	-8.443589999999999
14.3582	5.41566	-1.53814	-0.225293	0.233108	-1.06615	-46.3394	-31.4102	-9.16829
13.0084	4.62956	-0.968436	-0.311705	0.357648	-1.1046	-46.0065	-31.7399	-10.1648
13.0375	2.76907	-1.06855	-0.419187	0.35987600000000003	-1.17497	-45.8009	-31.3935	-11.8956
13.1574	2.16408	-1.08238	-0.380011	0.36075	-1.18904	-46.2525	-31.157	-11.8894
13.4421	3.23771	-1.32951	-0.182069	0.406068	-1.29601	-46.047	-30.5948	-13.2467
13.485	3.72103	-1.89129	-0.0285853	0.39943	-1.46661	-45.5802	-31.2877	-12.1439
12.508	3.6148	-2.00684	-0.033638	0.4345189999999999	-1.54034	-45.4771	-31.2767	-13.2586
12.5381	3.40307	-1.99119	-0.125088	0.398087	-1.5306799999999998	-46.6036	-31.5518	-14.4901
12.9127	1.93587	-2.12467	-0.208726	0.526184	-1.53364	-45.3718	-31.7005	-14.8731
12.2797	1.48141	-2.58904	-0.160671	0.484572	-1.5402	-45.8044	-32.6814	-14.6325
13.6744	3.00853	-3.25218	0.0811827	0.333929	-1.66308	-44.7804	-33.7118	-14.5281
15.7792	6.14012	-3.06154	0.150567	0.28375	-1.854	-44.3131	-34.5134	-13.5502
15.1581	6.41509	-0.7283	-0.273059	0.5708409999999999	-1.87921	-42.6266	-35.1194	-13.9418
13.4659	5.87183	0.5992	-0.612934	0.649167	-1.84943	-42.2814	-36.1162	-14.5742
14.4959	4.388	-0.884749	-0.542006	0.5788800000000001	-1.8759	-40.7146	-36.598	-15.7061
13.5164	2.96526	-1.51065	-0.366537	0.609355	-1.93029	-39.5984	-36.6291	-16.3345
13.2922	4.31155	-1.33217	-0.202026	0.584138	-1.91513	-38.9174	-37.529	-16.8448
15.4557	5.12881	-1.31602	-0.144326	0.55689	-1.98534	-37.4706	-37.0235	-17.2225
14.2572	4.52455	-0.490405	-0.175744	0.716025	-1.95321	-37.0274	-37.5695	-18.8411
13.4165	4.10107	-0.31809	-0.29730100000000004	0.689717	-1.86319	-37.0084	-38.7869	-18.6067
13.7291	4.23641	-1.01641	-0.137704	0.616115	-1.83116	-35.3418	-38.6054	-20.1037
13.4847	5.26356	-2.07788	0.0898505	0.572226	-1.90108	-34.0788	-40.4229	-19.5146
12.7919	5.18726	-2.4977400000000003	0.107499	0.51366	-1.92207	-33.7279	-41.7525	-20.0267
11.5792	3.82707	-1.41232	0.0284476	0.507405	-1.7931400000000002	-33.7068	-43.1889	-19.9184
10.4141	3.63218	0.213963	-0.352771	0.5355979999999999	-1.6583900000000005	-33.1426	-43.3223	-19.6769
10.6397	3.4961900000000004	0.288878	-0.436597	0.516158	-1.56033	-31.7986	-43.6907	-20.4345
9.95956	2.67813	-0.658396	-0.373271	0.490507	-1.47375	-31.4367	-45.0386	-19.5854
8.921389999999997	2.40519	-1.03038	-0.119234	0.414908	-1.46276	-30.5379	-45.8277	-20.7152
9.04291	3.85749	-0.808674	-0.031484	0.299946	-1.36435	-29.2941	-45.9964	-19.6131
9.64687	5.23479	-0.165498	-0.0483869	0.273453	-1.31817	-29.181	-46.002	-19.4903
9.39317	5.82505	0.197196	-0.172282	0.309471	-1.25672	-28.7254	-46.2451	-19.0016
8.26373	3.9184	-0.335539	-0.285046	0.26572	-1.17235	-27.8269	-46.6028	-19.3841
7.2256399999999985	3.01028	-0.644944	-0.282437	0.199982	-1.01541	-27.4945	-46.608	-19.8819
8.08129	4.00846	-0.864592	-0.234093	0.08624839999999999	-1.00374	-26.486	-46.5348	-19.7656
8.698139999999999	4.71969	-0.688534	-0.107506	0.0441124	-0.952604	-26.8191	-47.1752	-20.5124
8.74633	5.99101	-0.0269305	-0.132622	0.0558285	-0.930503	-27.2628	-47.922	-21.2594
8.80862	6.9142199999999985	0.43896	-0.15049500000000002	0.00362596	-0.932615	-27.4818	-48.3539	-21.386
8.61358	6.65715	0.5164989999999999	-0.0827773	-0.015934	-0.8680260000000001	-26.7844	-49.9277	-21.0372
7.71218	5.71926	0.56971	-0.0626737	-0.00831782	-0.778887	-26.4287	-50.8341	-20.1833
6.53866	4.41783	0.23202	0.0147568	0.000490135	-0.619478	-25.6312	-51.4218	-19.5772
6.49218	3.85783	-0.06863630000000001	-0.0162118	-0.07911699999999999	-0.430461	-26.1997	-50.4187	-18.8192
7.7404600000000015	4.53909	0.225246	0.0261638	-0.123902	-0.306307	-25.4021	-51.0064	-18.2131
8.53721	5.73421	0.277711	0.111465	-0.124081	-0.26827199999999995	-25.7379	-51.1033	-18.3351
8.02495	5.52192	-0.0669956	0.242346	-0.143796	-0.161768	-25.8386	-51.0106	-16.7242
7.46788	6.21712	-0.414383	0.342844	-0.235384	-0.040263	-25.7328	-51.3274	-18.09
6.86437	5.35416	-0.98354	0.411297	-0.28865100000000005	0.0633991	-26.1589	-52.2111	-16.8582
4.91021	3.62925	-1.16437	0.281337	-0.305571	0.378781	-26.716	-52.0893	-16.2334
5.86068	5.43039	-0.31250500000000003	0.164219	-0.437071	0.521396	-26.4858	-52.1072	-15.4928
7.651489999999999	7.18607	0.32315	0.21239	-0.395785	0.516396	-28.1673	-52.4795	-16.2257
7.09599	6.50547	0.4493720000000001	0.254291	-0.376307	0.6450899999999999	-28.7249	-52.4648	-15.8497
5.78875	4.841480000000002	0.491939	0.22685500000000006	-0.317371	0.80942	-29.6274	-52.1005	-15.9622
4.24054	2.82941	0.415823	0.299393	-0.33370700000000003	1.02845	-31.2016	-51.93	-16.3188
3.54748	1.77	-0.0008735230000000001	0.380331	-0.350723	1.21441	-32.2051	-52.0115	-15.8164
4.08853	2.94984	-0.0226781	0.462746	-0.4785680000000001	1.3772799999999998	-33.0999	-52.199	-15.9348
5.12593	6.580019999999998	-0.0701368	0.577163	-0.462543	1.2895	-34.5471	-52.8116	-15.8057
5.0186199999999985	7.683389999999998	-0.6633899999999999	0.648953	-0.445987	1.18586	-35.5548	-52.455	-15.050999999999998
3.38249	4.73428	-0.14575	0.530144	-0.337831	1.3181200000000002	-36.4435	-52.8682	-14.8006
1.67142	2.6623900000000003	0.35433000000000003	0.406206	-0.286018	1.48134	-37.2212	-53.2838	-14.6749
1.7325099999999998	2.42072	0.612082	0.281061	-0.344668	1.5742	-38.1133	-52.82899999999999	-13.3012
2.69461	3.58566	0.6940350000000001	0.33105	-0.32621100000000003	1.5682	-39.6715	-53.6551	-13.421
3.0691200000000003	4.5836	0.370996	0.355646	-0.302043	1.55589	-40.8003	-53.2796	-13.7791
2.65981	3.8716	-0.472111	0.435303	-0.366104	1.53266	-41.7937	-53.5934	-12.4128
1.72693	1.5872700000000002	-0.671701	0.445961	-0.337445	1.6558400000000002	-42.3463	-54.5571	-13.1612
1.06794	0.78615	-0.135891	0.283973	-0.352202	1.77659	-42.9144	-53.447	-12.1545
1.88078	2.19332	0.157969	0.224511	-0.372875	1.7723	-44.3714	-53.2887	-11.8933
2.48241	3.32795	0.25707	0.12505	-0.386348	1.70416	-44.8432	-51.4017	-11.498
2.3612	3.44861	2.7176e-05	0.135874	-0.392614	1.68759	-45.8452	-51.3778	-10.6231
2.51021	2.26864	-0.208861	0.1341	-0.418854	1.66135	-47.1855	-51.5545	-10.3665
2.94685	2.23878	0.031079	0.200171	-0.381721	1.7044099999999998	-48.6478	-50.7407	-9.60316
3.90983	3.61571	0.309104	0.154134	-0.4252510000000001	1.59123	-49.7711	-50.4822	-9.46743
4.42018	4.67436	0.1365	0.249104	-0.462374	1.55568	-51.2307	-49.9961	-8.9552
4.07341	3.26741	-0.069025	0.188252	-0.392917	1.54121	-51.9117	-49.3119	-8.81855
3.4414300000000004	1.9512	-0.227921	0.103769	-0.4268810000000001	1.57533	-53.8213	-48.9154	-8.67492
3.98194	1.1648	-0.243398	0.0711972	-0.435919	1.60667	-53.9305	-48.7007	-7.9290699999999985
4.47826	1.01384	-0.094196	-0.0632237	-0.463554	1.6824599999999998	-55.0474	-49.3152	-8.54538
4.8246400000000005	1.21078	0.100088	-0.0604668	-0.457892	1.6888299999999998	-56.2915	-48.4993	-8.5265
4.8994800000000005	0.938493	0.0551613	-0.025944	-0.4473430000000001	1.72446	-56.9468	-49.3668	-7.9115
4.70471	1.21083	0.16126600000000002	-0.0232002	-0.441725	1.72689	-58.4197	-48.4277	-8.26078
5.20107	3.73679	0.13536900000000002	0.07114939999999999	-0.472974	1.70557	-58.6455	-48.3094	-8.25767
6.8391	8.27444	-0.0392815	0.148726	-0.459379	1.57435	-59.6465	-48.2872	-7.259010000000001
8.85235	11.6476	-0.21217800000000006	0.07783469999999999	-0.389737	1.3322	-60.1084	-47.1711	-6.9957699999999985
7.319210000000001	9.54477	-0.272946	0.0580876	-0.250688	1.2082	-61.0109	-47.0226	-7.48192
5.71239	6.26273	0.0942563	-0.11746	-0.277819	1.1996	-60.7817	-47.0387	-6.86508
4.76664	3.08673	0.472742	-0.308796	-0.21407	1.20127	-61.8023	-46.6605	-7.71915
4.60268	2.95096	0.7918890000000001	-0.4824810000000001	-0.216824	1.26932	-62.478	-46.8477	-8.45829
5.81834	5.03796	0.370068	-0.412433	-0.24884	1.10536	-63.147	-45.9676	-6.4629699999999985
8.13061	8.04776	-0.12108800000000003	-0.154976	-0.284723	0.97651	-63.2634	-46.4956	-7.95299
9.59785	8.89355	-1.37269	0.034123	-0.238791	0.753721	-63.4693	-47.1648	-6.84444
8.50223	5.43027	-0.8865379999999999	0.124305	-0.13859100000000002	0.773803	-64.2712	-45.7075	-6.4510000000000005
7.542960000000001	3.84271	-0.255791	-0.217725	-0.155089	0.818437	-64.611	-46.0135	-7.44172
8.29573	4.8415300000000006	0.069972	-0.308636	-0.123123	0.8421299999999999	-64.38	-46.5715	-7.573339999999999
9.54038	6.06618	-0.545987	-0.35685900000000004	-0.0755822	0.7274390000000001	-64.734	-46.207	-9.17568
9.49357	5.91442	-0.953901	-0.225344	-0.00562027	0.64888	-65.6208	-46.4078	-8.304110000000001
9.46369	5.59686	-0.89218	-0.138379	-0.00816149	0.698712	-66.4144	-45.8268	-8.4152
10.8617	6.85272	-0.7522939999999999	-0.270806	-0.0689086	0.656832	-65.7257	-47.0628	-8.5578
12.5143	7.7907899999999985	-0.794359	-0.302124	0.027573200000000003	0.540281	-66.2719	-47.9293	-8.31502
11.5683	6.17245	-0.58737	-0.4103	0.135311	0.527615	-66.9355	-47.9206	-7.19549
10.7275	4.20632	-0.334416	-0.454967	0.0703597	0.534766	-67.0587	-47.8984	-8.555810000000001
10.6815	3.51036	-0.498421	-0.4593	0.120187	0.543887	-66.947	-48.0094	-8.80546
10.4248	3.52504	-0.814944	-0.374478	0.137199	0.520638	-67.1533	-49.0014	-8.319239999999999
10.619000000000002	4.61365	-1.16759	-0.226359	0.0806847	0.518922	-66.6906	-49.4719	-7.33782
11.6406	6.0355300000000005	-1.25326	-0.158104	0.046972	0.34312	-67.2529	-48.9103	-6.5845600000000015
11.7013	5.7937699999999985	-1.07119	-0.181982	0.105543	0.274285	-67.4576	-50.2285	-6.47316
10.938	4.53916	-0.306335	-0.420283	0.11469	0.257201	-67.7874	-50.3353	-5.85271
11.3284	4.46358	-0.338436	-0.571012	0.144326	0.245266	-67.4356	-51.4508	-5.86749
11.7172	3.70695	-0.7164470000000001	-0.506682	0.214668	0.20277	-68.2254	-51.4149	-6.47954
11.3104	3.91822	-1.03281	-0.493046	0.119422	0.0884781	-68.66	-52.1767	-6.1127699999999985
12.5555	4.7346900000000005	-1.4961	-0.268791	0.135346	-0.0194903	-68.8705	-52.7306	-5.37429
13.1262	5.15822	-1.57617	-0.184626	0.140001	-0.130296	-68.5233	-53.7307	-5.75913
12.3309	4.64409	-1.32813	-0.256884	0.121844	-0.16768	-68.0738	-53.7482	-5.63921
12.5708	4.65914	-1.4354	-0.381597	0.146404	-0.25758000000000003	-66.9627	-53.5553	-6.51269
12.8715	4.16019	-1.34458	-0.467297	0.164052	-0.33247600000000005	-67.3961	-53.7801	-5.0262
12.3769	4.13019	-1.05429	-0.574779	0.216223	-0.370081	-67.4021	-53.7702	-5.76872
13.5466	4.08445	-1.55981	-0.464796	0.15001	-0.48621	-66.8523	-53.0173	-5.7651900000000005
15.1669	3.615380000000001	-2.02097	-0.325595	0.145238	-0.609563	-67.7507	-53.0912	-6.12996
15.1683	3.4191800000000003	-1.67223	-0.325319	0.214909	-0.697923	-67.0679	-53.3472	-5.2718300000000005
14.8695	3.51033	-1.29256	-0.35568	0.232113	-0.780554	-66.4187	-52.2539	-6.25571
15.3034	4.20561	-1.7511599999999998	-0.28902100000000003	0.277711	-0.918593	-66.3162	-52.1342	-7.2455
15.3919	4.0387900000000005	-2.12947	-0.22253	0.290899	-1.04906	-65.965	-52.9252	-6.76169
14.6575	3.25268	-1.68412	-0.234724	0.393145	-1.09934	-65.8455	-53.8038	-7.39093
14.4341	2.55751	-1.1661	-0.39398	0.419411	-1.07745	-66.9578	-54.5336	-7.63718
15.4664	2.76824	-2.1863200000000003	-0.302805	0.399904	-1.1475	-66.6132	-55.206	-7.77095
16.1081	2.60076	-3.20325	-0.0573867	0.389355	-1.30135	-66.2558	-56.4385	-7.2919
15.5097	2.61648	-2.60985	-0.1078	0.416504	-1.35874	-64.78699999999999	-57.371	-7.437639999999999
